sort,study,ref,source,species,taxon,thermy,growth,climate_pop,climate_sp,breeding,dispersal,migration,mating,parenting,SSD,ageclass,trait,unit,direction,category,background,Mean_M,SD_M,M_n,Mean_F,SD_F,F_n,behavioural categories,Dependency temporal level,Dependency individual level,Dependency behaviour,notes,include_1,reason for exclusion,include_2
351,A48,"Biro, PA; Adriaenssens, B; Sampson, P",10.1111/1365-2656.12210,Cherax destructor,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
352,A50,"Bize, P; Devevey, G; Monaghan, P; Doligez, B; Christe, P",10.1890/07-1135.1,Apus melba,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
353,A52,"Blackmer, AL; Mauck, RA; Ackerman, JT; Huntington, CE; Nevitt, GA; Williams, JB",10.1093/beheco/ari069, Oceanodroma leucorhoa,bird,,,,,iteroparous,,,social monogamy,both,,,BMR year 2000,kJ/day,high values = fast,physiology,wild,52.6,46.51956578,23,51.5,38.5,25,NA,1,1,NA, ,1,,1
354,A52,"Blackmer, AL; Mauck, RA; Ackerman, JT; Huntington, CE; Nevitt, GA; Williams, JB",10.1093/beheco/ari069, Oceanodroma leucorhoa,bird,,,,,iteroparous,,,social monogamy,both,,,BMR year 2001,kJ/day,high values = fast,physiology,wild,46.4,29.6863605,17,47.3,28.84995667,18,NA,1,1,NA, ,1,,1
355,A57,"Blumstein, DT; Flores, G; Munoz, NE",10.1111/eth.12351,Marmota flaviventris,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
356,A59,"Bokony, V; Lendvai, AZ; Liker, A; Angelier, F; Wingfield, JC; Chastel, O",10.1086/597610,several,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
357,A66,"Bouwhuis, S; Quinn, JL; Sheldon, BC; Verhulst, S",10.1111/j.1600-0706.2013.00654.x,Parus major,bird,,,,,iteroparous,,,social monogamy,both,,,BMR,W,high values = fast,physiology,wild,0.456,0.737563557,340,0.437,0.700685379,340,NA,0,1,NA, ,1,,1
358,A66,"Bouwhuis, S; Quinn, JL; Sheldon, BC; Verhulst, S",10.1111/j.1600-0706.2013.00654.x,Parus major,bird,,,,,iteroparous,,,social monogamy,both,,,time to reach BMR,h,high values = slow,physiology,wild,0.018,0.497855401,340,0.016,0.479416312,340,NA,0,1,NA, ,1,,1
359,A66,"Bouwhuis, S; Quinn, JL; Sheldon, BC; Verhulst, S",10.1111/j.1600-0706.2013.00654.x,Parus major,bird,,,,,iteroparous,,,social monogamy,both,,,activty,# of movements per minute,high values = fast,behavior,wild,6.81,"46,171",340,"6,619","48,532",340,activity,0,1,0, ,1,,0
360,A69,"Bowers, EK; Hodges, CJ; Forsman, AM; Vogel, LA; Masters, BS; Johnson, BGP; Johnson, LS; Thompson, CF; Sakaluk, SK",,Troglodytes aedon,bird,,,,,iteroparous,,,social monogamy,both,,,years breeding in study area,y,high values = slow,life history,wild,1.5,0.793725393,63,1.54,1.031843011,63,NA,0,1,NA, ,1,,1
361,A70,"Bowers, EK; Sakaluk, SK; Thompson, CF",10.1086/659630,Troglodytes aedon,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
362,A78,"Broggi, J; Orell, M; Hohtola, E; Nilson, JA",10.1111/j.0021-8790.2004.00872.x,Parus major,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
363,A79,"Brown, C; Bibost, AL",10.1007/s00265-014-1712-0,Melanotaenia nigrans.,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
364,A83,"Brust, V; Wuerz, Y; Kruger, O",10.1111/eth.12095,Taeniopygia guttata,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
365,A84,"Bryan-Walker, K; Leung, TLF; Poulin, R",10.1007/s00227-007-0725-x,Paracalliope novizealandiae,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
366,A86,"Buchanan, KL; Goldsmith, AR; Hinde, CA; Griffith, SC; Kilner, RM",10.1016/j.yhbeh.2007.08.009,Serinus canaria,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
367,A89,"Buehler, DM; Vezina, F; Goymann, W; Schwabl, I; Versteegh, M; Tieleman, BI; Piersma, T",10.1111/j.1420-9101.2012.02543.x,Calidris canutus islandica,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
368,A90,"Bulit, F; Barrionuevo, M; Massoni, V",10.1111/j.1600-048X.2013.00266.x,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
369,A97,"Careau, V; Montiglio, PO; Garant, D; Pelletier, F; Speakman, JR; Humphries, MM; Reale, D",10.1007/s00265-015-1876-2,Tamias striatus,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"sex in model but no results given, ",0
370,A100,"Careau, V; Thomas, D; Pelletier, F; Turki, L; Landry, F; Garant, D; Reale, D",10.1111/j.1420-9101.2011.02344.x,Peromyscus maniculatus,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
371,A112,"Class, AM; Moore, IT",10.1007/s00442-013-2636-5,Zonotrichia capensis,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only proportions, ",0
372,A115,"Cohen, AA; Bowman, R; Boughton, RK; Bridge, E; Heiss, RS; Schoech, SJ; McGraw, KJ",10.1139/cjz-2012-0243,Aphelocoma coerulescens,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"sex in model but no results given, ",0
373,A117,"Cohen, AA; Mauck, RA; Wheelwright, NT; Huntington, CE; McGraw, KJ",10.1111/j.1600-0706.2009.17785.x,"Oceanodroma leucorhoa, Passerculus sandwichensis",,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
374,A123,"Cook, KV; Crossin, GT; Patterson, DA; Hinch, SG; Gilmour, KM; Cooke, SJ",10.1016/j.ygcen.2014.04.008,Oncorhynchus nerka,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
375,A124,"Cook, KV; McConnachie, SH; Gilmour, KM; Hinch, SG; Cooke, SJ",10.1016/j.yhbeh.2011.07.017,Oncorhynchus nerka,fish,,,,,semelparous,,,polygyny,none,,,baseline cortisol,ng/ml,high values = slow,physiology,wild,147.56,106.2525294,98,333.78,167.9169438,90,NA,1,1,NA, ,1,,1
376,A124,"Cook, KV; McConnachie, SH; Gilmour, KM; Hinch, SG; Cooke, SJ",10.1016/j.yhbeh.2011.07.017,Oncorhynchus nerka,fish,,,,,semelparous,,,polygyny,none,,,stressed cortisol,ng/ml,high values = slow,physiology,wild,249.69,131.8669784,98,496.93,208.7103256,90,NA,1,1,NA, ,1,,0
377,A124,"Cook, KV; McConnachie, SH; Gilmour, KM; Hinch, SG; Cooke, SJ",10.1016/j.yhbeh.2011.07.017,Oncorhynchus nerka,fish,,,,,semelparous,,,polygyny,none,,,longevity (days survived in spawning channel),days,high values = slow,life history,wild,9.5,3,98,9,3,90,NA,0,1,NA, ,1,,1
378,A126,"Cook, KV; O'Connor, CM; McConnachie, SH; Gilmour, KM; Cooke, SJ",10.1016/j.cbpa.2011.12.002,Lepomis macrochirus,fish,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"no sample sizes given, ",0
379,A134,"Coon, CAC; Warne, RW; Martin, LB",10.1152/ajpregu.00187.2010,Passer domesticus,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
380,A141,"Costantini, D; Monaghan, P; Metcalfe, NB",10.1242/jeb.083154,Taeniopygia guttata,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
381,A148,"Cox, RM; John-Alder, HB",10.1242/jeb.01948,Sceloporus undulatus,reptile,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"no sex-specific sample sizes given, ",0
382,A149,"Craig, HR; Kendall, S; Wild, T; Powell, AN",10.1642/AUK-15-41.1,Calcarius pictus,bird,,,,,iteroparous,,,promiscuity,both,,,annual return rate (for breeding in neighborhood),none,high values = slow,life history,wild,0.53,,54,0.37,,52,NA,0,1,NA, ,1,,0
383,A149,"Craig, HR; Kendall, S; Wild, T; Powell, AN",10.1642/AUK-15-41.1,Calcarius pictus,bird,,,,,iteroparous,,,promiscuity,both,,,inter-annual nest distance (=adult dispersal),m,high values = fast,life history,,300.9,432.6566306,34,325.2,355.6659107,24,NA,0,1,NA, ,1,,1
384,A149,"Craig, HR; Kendall, S; Wild, T; Powell, AN",10.1642/AUK-15-41.1,Calcarius pictus,bird,,,,,iteroparous,,,promiscuity,both,,,survival rate,m,high values = slow,life history,,0.64,0.73430239,337,0.5,0.917877988,337,NA,0,1,NA, ,1,,?
385,A149,"Craig, HR; Kendall, S; Wild, T; Powell, AN",10.1642/AUK-15-41.1,Calcarius pictus,bird,,,,,iteroparous,,,promiscuity,both,,,natal dispersal distance,m,high values = fast,life history,,"1,674.40",806.7892662,3,"1,674.40",806.7892662,3,NA,0,1,NA, ,1,,1
386,A162,"David, M; Pinxten, R; Martens, T; Eens, M",10.1007/s00265-015-1921-1,Parus major,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
387,A176,"Dlugosz, EM; de Bellocq, JG; Khokhlova, IS; Degen, AA; Pinshow, B; Krasnov, BR",10.1242/jeb.106005,Acomys cahirinus,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
388,A177,"Donaldson, MR; Clark, TD; Hinch, SG; Cooke, SJ; Patterson, DA; Gale, MK; Frappell, PB; Farrell, AP",10.1086/656336,Oncorhynchus kisutch,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"no results given because sex is non-significant, ",0
389,A178,"Donaldson, MR; Hinch, SG; Jeffries, KM; Patterson, DA; Cooke, SJ; Farrell, AP; Miller, KM",10.1016/j.cbpa.2014.02.019,Oncorhynchus sp.,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only PC-scores, ",0
390,A179,"Dosmann, AJ; Brooks, KC; Mateo, JM",10.1111/eth.12320,Urocitellus beldingi,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"sex only included in model but no results given, ",0
391,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,,,,,iteroparous,,,promiscuity,both,,,LPS antibody titre week 0,OD,high values = slow,physiology,,0.08,0.007905694,10,0.075,0.007905694,10,NA,1,1,NA, ,1,,0
392,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,,,,,iteroparous,,,promiscuity,both,,,LPS antibody titre week 2,OD,high values = slow,physiology,,0.175,0.079056942,10,0.115,0.007905694,10,NA,1,1,NA, ,1,,1
393,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,,,,,iteroparous,,,promiscuity,both,,,LPS antibody titre week 4,OD,high values = slow,physiology,,0.245,0.079056942,10,0.155,0.031622777,10,NA,1,1,NA, ,1,,0
394,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,,,,,iteroparous,,,promiscuity,both,,,LPS antibody titre week 8,OD,high values = slow,physiology,,0.23,0.079056942,10,0.17,0.047434165,10,NA,1,1,NA, ,1,,0
395,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,,,,,iteroparous,,,promiscuity,both,,,PHA antibody titre week 0,OD,high values = slow,physiology,,0.27,0.221359436,10,0.21,0.18973666,10,NA,2,1,NA, ,1,,0
396,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,,,,,iteroparous,,,promiscuity,both,,,PHA antibody titre week 2,OD,high values = slow,physiology,,0.605,0.316227766,10,0.7,0.64826692,10,NA,2,1,NA, ,1,,1
397,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,,,,,iteroparous,,,promiscuity,both,,,PHA antibody titre week 4,OD,high values = slow,physiology,,0.65,0.252982213,10,0.64,0.158113883,10,NA,2,1,NA, ,1,,0
398,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,,,,,iteroparous,,,promiscuity,both,,,PHA antibody titre week 8,OD,high values = slow,physiology,,0.595,0.252982213,10,0.58,0.158113883,10,NA,2,1,NA, ,1,,0
399,A217,"Guenther, A; Brust, V; Dersen, M; Trillmich, F",10.1037/a0033678,Cavia aperea,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"only model output, ",0
400,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,fearlessness-juveniles spring,cm,high values = fast,behavior,,4261,5989.431693,12,3323,3861.364396,15,NA,,,, ,0,", levels dropped because too complicated dependencies",0
401,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,fearlessness-adult spring,cm,high values = fast,behavior,,196,145.4922678,12,213,204,16,stress-coping,0,1,0, ,1,,1
402,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,fearlessness-juveniles autumn,cm,high values = fast,behavior,,3345,3739.935294,19,5293,3887.582025,14,NA,,,, ,0,", levels dropped because too complicated dependencies",0
403,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,fearlessness-adult autumn,cm,high values = fast,behavior,,94,200.5093514,19,105,97.28309206,14,stress-coping,0,2,0, ,1,,1
404,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,boldness-juveniles spring,s,high values = slow,behavior,,151,1588,16,1385,1413.353459,12,NA,,,, ,0,", levels dropped because too complicated dependencies",0
405,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,boldness-adult spring,s,high values = slow,behavior,,688,1108.512517,12,648,1632,16,boldness,0,1,0, ,1,,1
406,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,boldness-juvenile autumn,s,high values = slow,behavior,,1064,1351.258672,19,1045,3356.266676,14,NA,,,, ,0,", levels dropped because too complicated dependencies",0
407,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,boldness-adult autumn,s,high values = slow,behavior,,874,1285.875188,19,1030,1485.437983,14,boldness,0,2,0, ,1,,1
408,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,exploration-juveniles spring,#,high values = fast,behavior,,17,13.85640646,12,28,58.09475019,15,NA,,,, ,0,", levels dropped because too complicated dependencies",0
409,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,exploration-adult spring,#,high values = fast,behavior,,18,24.24871131,12,11,20,16,exploration,0,1,0, ,1,,1
410,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,exploration-juvenile autumn,#,high values = fast,behavior,,9,13.07669683,19,23,28.8444102,13,NA,,,, ,0,", levels dropped because too complicated dependencies",0
411,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,exploration-adult autumn,#,high values = fast,behavior,,15,26.15339366,19,37,56.1248608,14,exploration,0,2,0, ,1,,1
412,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,RMR juveniles spring,litres O2/(h*kg),high values = fast,physiology,,0.87,0.126491106,10,0.76,0.112249722,14,NA,,,, ,0,", levels dropped because too complicated dependencies",0
413,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,RMR adult spring,litres O2/(h*kg),high values = fast,physiology,,0.96,0.316227766,10,0.84,0.224499443,14,NA,0,1,NA, ,1,,1
414,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,RMR juveniles autumn,litres O2/(h*kg),high values = fast,physiology,,0.9,0.09486833,10,0.92,0.072111026,13,NA,,,, ,0,", levels dropped because too complicated dependencies",0
415,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,RMR adult autumn,litres O2/(h*kg),high values = fast,physiology,,0.84,0.103923048,12,0.86,0.252388589,13,NA,0,2,NA, ,1,,1
416,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,baseline cortisol juveniles spring,ng/ml,high values = slow,physiology,,439,488.4383277,12,594,584.0993066,13,NA,,,, ,0,", levels dropped because too complicated dependencies",0
417,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,baseline cortisol adult spring,ng/ml,high values = slow,physiology,,250,265.3299832,11,380,429.9011514,15,NA,0,1,NA, ,1,,1
418,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,baseline cortisol juveniles autumn,ng/ml,high values = slow,physiology,,370,449.4185132,17,626,467.7071733,14,NA,,,, ,0,", levels dropped because too complicated dependencies",0
419,A218,"Guenther, A; Finkemeier, MA; Trillmich, F",10.1016/j.anbehav.2014.01.032,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,baseline cortisol adult autumn,ng/ml,high values = slow,physiology,,217,185.5397532,17,409,370.4240813,14,NA,0,2,NA, ,1,,1
420,A219,"Guenther, A; Palme, R; Dersen, M; Kaiser, S; Trillmich, F",10.1016/j.physbeh.2013.10.017,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,maturation spring,days,high values = slow,development,,39,21,9,50.3,53.87986637,14,NA,0,0,NA,should be developmental,1,,1
421,A219,"Guenther, A; Palme, R; Dersen, M; Kaiser, S; Trillmich, F",10.1016/j.physbeh.2013.10.017,Cavia aperea,mammal,,,,,iteroparous,,,polygyny,both,,,maturation autumn,days,high values = slow,development,,66,31.11269837,8,85.1,73.82194796,8,NA,0,0,NA,should be developmental,1,,1
422,A414,"Miller, DA; Vleck, CM; Otis, DL",10.1016/j.yhbeh.2009.08.001,Zenaida macroura,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone: baseline,ng/ml,high values = slow,physiology,wild,3.72,1.57,30,3.86,1.79,35,NA,1,1,NA, ,1,,1
423,A414,"Miller, DA; Vleck, CM; Otis, DL",10.1016/j.yhbeh.2009.08.001,Zenaida macroura,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone: 30 minutes after,ng/ml,high values = slow,physiology,wild,28.14,11.79,30,31.03,11.18,35,NA,1,1,NA, ,1,,0
424,A414,"Miller, DA; Vleck, CM; Otis, DL",10.1016/j.yhbeh.2009.08.001,Zenaida macroura,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone: stress,ng/ml,high values = slow,physiology,wild,24.42,11.7,30,27.17,11.12,35,NA,1,1,NA, ,1,,0
425,A414,"Miller, DA; Vleck, CM; Otis, DL",10.1016/j.yhbeh.2009.08.001,Zenaida macroura,bird,,,,,iteroparous,,,social monogamy,both,,,Prolactin: baseline,ng/ml,high values = slow,physiology,wild,24.88,3.97,30,24.14,5.37,35,NA,2,1,NA, ,1,,1
426,A414,"Miller, DA; Vleck, CM; Otis, DL",10.1016/j.yhbeh.2009.08.001,Zenaida macroura,bird,,,,,iteroparous,,,social monogamy,both,,,Prolactin: 30 minutes after,ng/ml,high values = slow,physiology,wild,20.54,4.9,30,20.16,4.88,35,NA,2,1,NA, ,1,,0
427,A414,"Miller, DA; Vleck, CM; Otis, DL",10.1016/j.yhbeh.2009.08.001,Zenaida macroura,bird,,,,,iteroparous,,,social monogamy,both,,,Prolactin: stress,ng/ml,high values = slow,physiology,wild,-4.34,3.95,30,-3.98,2.95,35,NA,2,1,NA, ,1,,0
428,A419,"Mitchell, GW; Wheelwright, NT; Guglielmo, CG; Norris, DR",10.1111/j.1474-919X.2012.01212.x,Passerculus sandwichensis,bird,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"body mass, body mass",0
429,A422,"Montiglio, PO; Garant, D; Pelletier, F; Reale, D",10.1007/s00265-014-1812-x,Tamias striatus,mammal,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"No sex-specific mean values given, No sex-specific mean values given",0
430,A427,"Moraiti, CA; Nakas, CT; Papadopoulos, NT",10.1016/j.jinsphys.2012.05.012,Rhagoletis cerasi,arthropod,,,,,semelparous,,,promiscuity,none,,,Longevity,days,high values = slow,life history,wild,64.4,21.21,50,63.6,21.21,50,NA,0,1,NA,"SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 1/annual, SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 1/annual",1,,1
431,A427,"Moraiti, CA; Nakas, CT; Papadopoulos, NT",10.1016/j.jinsphys.2012.05.012,Rhagoletis cerasi,arthropod,,,,,semelparous,,,promiscuity,none,,,Longevity,days,high values = slow,life history,wild,58.7,25.46,50,51.2,29.7,50,NA,0,2,NA,"SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 1/prolonged, SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 1/prolonged",1,,1
432,A427,"Moraiti, CA; Nakas, CT; Papadopoulos, NT",10.1016/j.jinsphys.2012.05.012,Rhagoletis cerasi,arthropod,,,,,semelparous,,,promiscuity,none,,,Longevity,days,high values = slow,life history,wild,54.9,21.92,50,57.7,19.09,50,NA,0,1,NA,"SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 2/annual, SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 2/annual",1,,1
433,A427,"Moraiti, CA; Nakas, CT; Papadopoulos, NT",10.1016/j.jinsphys.2012.05.012,Rhagoletis cerasi,arthropod,,,,,semelparous,,,promiscuity,none,,,Longevity,days,high values = slow,life history,wild,59.7,28.7,49,47.9,25.2,49,NA,0,2,NA,"SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 2/prolonged, SIZE AND SURVIVAL ESTIMATES NICELY IN TABLE, population 2/prolonged",1,,1
434,A434,"Mumme, RL",10.1676/09-030.1,Myioborus miniatus,bird,,,,,iteroparous,,,social monogamy,both,,,behaviour,trips/hour,high values = slow,behavior,wild,8.3,2.45,24,11.7,3.92,24,parenting,0,0,0,"PROVISIONNING RATE IN TEXT, Provision rate, PROVISIONNING RATE IN TEXT, Provision rate",1,,1
435,A451,"Ouyang, JQ; Sharp, P; Quetting, M; Hau, M",10.1111/jeb.12202,Parus major,bird,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"No sex-specific mean values given, No sex-specific mean values given",0
436,A458,"Pandey, P; Mishra, G; Omkar",10.1016/j.aspen.2013.05.004,Zygogramma bicolorata,insect,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"No sex-specific mean values given, No sex-specific mean values given",0
437,A473,"Reed, WL; Clark, ME; Parker, PG; Raouf, SA; Arguedas, N; Monk, DS; Snajdr, E; Nolan, V; Ketterson, ED",10.1086/503054,Junco hyemalis carolinensis,bird,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"males and females not comparable, males and females not comparable",0
438,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone,ng/ml,high values = slow,physiology,wild,4.4,8.65,13,5.8,10.1,14,NA,0,1,NA,"PHYSIOLOGY IN TEXT &  FIGURES, 2008: satiated, PHYSIOLOGY IN TEXT &  FIGURES, 2008: satiated",1,,1
439,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone,ng/ml,high values = slow,physiology,wild,5.5,5.77,13,5.5,6.36,14,NA,0,1,NA,"PHYSIOLOGY IN TEXT &  FIGURES, 2008: hungry, PHYSIOLOGY IN TEXT &  FIGURES, 2008: hungry",1,,1
440,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone,ng/ml,high values = slow,physiology,wild,5.5,7.27,12,3.6,2.85,10,NA,0,2,NA,"PHYSIOLOGY IN TEXT &  FIGURES, 2009: satiated, PHYSIOLOGY IN TEXT &  FIGURES, 2009: satiated",1,,1
441,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone,ng/ml,high values = slow,physiology,wild,5.5,7.62,12,7,12.02,10,NA,0,2,NA,"PHYSIOLOGY IN TEXT &  FIGURES, 2009: hungry, PHYSIOLOGY IN TEXT &  FIGURES, 2009: hungry",1,,1
442,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone,ng/ml,high values = slow,physiology,wild,5.79,2.7,25,5.55,2.6,26,NA,0,3,NA,"PHYSIOLOGY IN TEXT &  FIGURES, early incubation stage: experienced, PHYSIOLOGY IN TEXT &  FIGURES, early incubation stage: experienced",1,,1
